id,label,statement,subjects,speaker,job_title,state,party,barely_true_count,false_count,half_true_count,mostly_true_count,pants_fire_count,context,binary_label,prediction,confidence,statement_length,length_bucket,primary_subject
3460.json,half-true,"Ohio Director of Job Creation Mark Kvamme just clawed back about $900,000 from companies that made promises and they didnt keep them.","government-efficiency,state-budget",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,his State of the State speech,TRUE,FALSE,0.7691717341168286,22,21-40,government-efficiency
7529.json,false,There is no clinical evidence that vaccinating healthcare workers protects patients.,"health-care,labor,public-health,unions",service-employees-international-union-committee-po,unknown,"Washington, D.C.",newsmaker,1.0,1.0,2.0,0.0,0.0,a lawsuit,FALSE,TRUE,0.5731076182049097,11,11-20,health-care
4714.json,false,I made a bunch of these promises during the campaign. ... Weve got about 60 percent done in three years.,"job-accomplishments,politifacts-top-promises",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech at a fundraiser,FALSE,TRUE,0.8382311676917957,20,11-20,job-accomplishments
4017.json,mostly-true,"On the day of the New Hampshire primary in 1980, the top 13 people of Ronald Reagans staff quit.",history,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,a speech before the Atlanta Press Club,TRUE,FALSE,0.6886277639079621,19,11-20,history
1187.json,mostly-true,The U.S. ranks 37th in the world for health care.,health-care,paul-hipp,singer and actor,New York,none,0.0,0.0,0.0,1.0,0.0,a YouTube video,TRUE,FALSE,0.6507153596760441,10,0-10,health-care
12487.json,barely-true,"In Ohio, each year an estimated 1,000 children become victims of human trafficking, and over 3,000 more are at risk.","children,trade",joyce-beatty,Member of Congress,Ohio,democrat,1.0,0.0,0.0,1.0,0.0,in a press conference,FALSE,TRUE,0.6403454322249751,20,11-20,children
8486.json,true,"Even after Obamacare is fully implemented, there still will be tens of millions of people not covered.",health-care,suzanne-somers,Actress,California,none,0.0,0.0,0.0,0.0,0.0,"a column in the ""Wall Street Journal""",TRUE,FALSE,0.5102724237037943,17,11-20,health-care
12141.json,barely-true,The [Obama] administrations regulatory assault on coal-fired energy has put thousands of Americans out of work,"energy,environment,jobs",roy-blunt,Senator,Missouri,republican,2.0,1.0,0.0,1.0,1.0,a news release,FALSE,TRUE,0.7571205283390614,16,11-20,energy
6436.json,half-true,Says U.S. Senate rival Tommy Thompson is a big corporate lobbyist and has been lobbying during the middle of the campaign.,congressional-rules,eric-hovde,unknown,unknown,republican,2.0,3.0,3.0,0.0,0.0,a radio appearance,TRUE,FALSE,0.8070419637100767,21,21-40,congressional-rules
10140.json,false,Four members of the Rhode Island General Assembly went to vote in 2010 and were told they had already voted.,"debates,elections,legal-issues",john-carlevale,"co-founder, State of the State",Rhode Island,republican,0.0,1.0,1.0,0.0,0.0,a TV debate,FALSE,TRUE,0.5735230790269991,20,11-20,debates
11917.json,true,North Koreas missiles are not going to have a capability to reach the United States anytime real soon.,"foreign-policy,nuclear",john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"remarks made on the Fox News segment, Outnumbered",TRUE,FALSE,0.5209096146020148,18,11-20,foreign-policy
10773.json,half-true,Im running for office with much more experience and qualifications than Barack Obama had when he ran.,candidates-biography,marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,a meeting with the Des Moines Register editorial board,TRUE,FALSE,0.6527863239527502,17,11-20,candidates-biography
4718.json,false,Says Measure 3-386 will cost a fortune for elections while Measure 3-388 will cost less.,county-government,ann-lininger,Clackamas County Commissioner,Oregon,county-commissioner,0.0,1.0,0.0,0.0,0.0,in campaign literature ,FALSE,TRUE,0.6708343338415648,15,11-20,county-government
7118.json,half-true,Our welfare system now consumes 42 percent of our budget.,"elections,government-efficiency,medicaid,state-finances,welfare",patricia-morgan,Financial adviser,Rhode Island,republican,1.0,0.0,1.0,1.0,0.0,a campaign flier,TRUE,FALSE,0.6680298419329449,10,0-10,elections
714.json,mostly-true,"Sarah Palin was repeating ""Abraham Lincoln's words"" in discussing the war in Iraq.",religion,sarah-palin,unknown,Alaska,republican,9.0,19.0,9.0,6.0,6.0,"Fairbanks, Alaska",TRUE,FALSE,0.6698019975492542,13,11-20,religion
13437.json,barely-true,Kelly Ayotte voted for a budget that had $90 billion of cuts to Pell Grants.,"education,voting-record",maggie-hassan,Candidate for governor,New Hampshire,democrat,1.0,2.0,2.0,4.0,0.0,a debate,FALSE,TRUE,0.7984587938805092,15,11-20,education
6401.json,mostly-true,Says U.S. Rep. Connie Mack IV passed only one bill in seven years.,"message-machine-2012,voting-record",american-bridge-21st-century,unknown,unknown,democrat,2.0,1.0,0.0,3.0,0.0,a TV ad,TRUE,FALSE,0.7232489775841071,13,11-20,message-machine-2012
5251.json,mostly-true,Republican-leaning states get more in federal dollars than they pay in taxes.,"federal-budget,state-finances,states",blog-posting,unknown,unknown,none,7.0,19.0,3.0,5.0,44.0,a graphic circulating on the Internet,TRUE,FALSE,0.7220443730766921,12,11-20,federal-budget
3741.json,barely-true,"About two-thirds of Medicaid beneficiaries are children, but they account for one-third of the programs cost, while one-third are elderly, and they account for two-thirds of the cost.","children,federal-budget,health-care",sherrod-brown,U.S. Senator,Ohio,democrat,3.0,4.0,5.0,8.0,1.0,an interview on MSNBC,FALSE,TRUE,0.8833522816364863,28,21-40,children
12087.json,barely-true,Our campaign depends on small donations for the majority of our support.,campaign-finance,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a victory speech after the March 15 primaries,FALSE,TRUE,0.8255015912769541,12,11-20,campaign-finance
1712.json,false,"Says Crist campaign website ""has eliminated all references to our Republican Party.""",candidates-biography,tom-grady,State Representative,Florida,republican,0.0,1.0,0.0,0.0,0.0,an e-mail to Crist.,FALSE,TRUE,0.5452752312056183,12,11-20,candidates-biography
4689.json,false,"The departments of Commerce, Education and Energy and the EPA saw their spending increase by between 130 percent and 219 percent between 2008 and 2010.","federal-budget,stimulus",jeb-hensarling,U.S. Congressman,Texas,republican,0.0,2.0,1.0,0.0,1.0,"a hearing of the congressional ""Supercommittee""",FALSE,TRUE,0.5604071982602578,25,21-40,federal-budget
13000.json,barely-true,Democrats are cutting our school funding. Four times in the last 10 years before we came into office.,education,bruce-rauner,Governor,Illinois,republican,1.0,0.0,1.0,0.0,0.0,a speech at the Illinois State Fair,FALSE,TRUE,0.6331684036110745,18,11-20,education
10869.json,true,The United States is one of only seven nations that allows elective abortions after 20 weeks post-fertilization.,abortion,family-foundation,unknown,Virginia,organization,0.0,0.0,0.0,0.0,0.0,a Facebook post.,TRUE,FALSE,0.5569252856428755,17,11-20,abortion
3738.json,false,"During his time as House speaker, unemployment came down from 5.6 percent to under 4 (percent).","job-accomplishments,jobs",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,a campaign video,FALSE,TRUE,0.6524668838032266,16,11-20,job-accomplishments
8552.json,half-true,Obamacare was the Republican plan in the early 90s.,health-care,ellen-qualls,unknown,unknown,democrat,0.0,0.0,1.0,0.0,0.0,comments on Fox News Channel,TRUE,FALSE,0.6229567073442,9,0-10,health-care
6121.json,barely-true,"(Assembly Democrats) wanted to raise the gas tax by $2.4 billion. We said no to that....Theyre down on the ground. Theyre sweating. Theyre twitching. Its ugly, cause I keep saying no.",taxes,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a video posted on YouTube,FALSE,TRUE,0.6004895940999868,31,21-40,taxes
8285.json,barely-true,"Tampa got more (federal housing) money because they scored higher on the blight scoring system, so theyve got a much bigger problem than we do.","housing,urban",bill-foster,"Mayor, St. Petersburg",Florida,republican,1.0,0.0,2.0,2.0,0.0,a mayoral forum,FALSE,TRUE,0.8093291712565918,25,21-40,housing
7667.json,barely-true,"The Manchin-Toomey amendment would have criminalized certain private transfers of firearms between honest citizens, requiring lifelong friends, neighbors and some family members to get government approval.","corrections-and-updates,guns",national-rifle-association,unknown,unknown,none,3.0,5.0,1.0,5.0,3.0,a statement,FALSE,TRUE,0.8649271581865146,26,21-40,corrections-and-updates
101.json,barely-true,McCain Trying to Have it Both Ways on Iraq,iraq,democratic-national-committee,unknown,unknown,none,8.0,2.0,10.0,8.0,0.0,a news release,FALSE,TRUE,0.696596476914076,9,0-10,iraq
10466.json,barely-true,"The reason we even have colleges is that at some point there were politicians who said, You know what? We should start colleges.","education,history",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,an interview with YouTube celebrity Bethany Mota,FALSE,TRUE,0.5864010891524261,23,21-40,education
11887.json,true,Says President John F. Kennedy released a star Green Bay Packer from military reserve duty so that he could play in the 1961 NFL Championship Game.,"history,military,sports",j-jacobs,unknown,unknown,journalist,0.0,0.0,0.0,0.0,0.0,an interview,TRUE,FALSE,0.5110204046606983,26,21-40,history
11895.json,barely-true,"If the General Assembly does not address the states structural deficit, more than 23,000 education professionals will be immediately yanked out of Pennsylvania schools.",state-budget,tom-wolf,Candidate for governor,Pennsylvania,democrat,1.0,0.0,0.0,0.0,0.0,his budget proposal address,FALSE,TRUE,0.582155409052241,24,21-40,state-budget
1385.json,half-true,"Says he brought 1,200 jobs to Texas by moving his factories here from China.","economy,job-accomplishments",farouk-shami,Businessman,Texas,democrat,1.0,2.0,2.0,0.0,1.0,a TV ad,TRUE,FALSE,0.5514693544174741,14,11-20,economy
1950.json,pants-fire,"Four years as a congressman, he [U.S. Rep. Hank Johnson] never talked about MARTA.",transportation,vernon-jones,unknown,unknown,democrat,0.0,0.0,1.0,1.0,1.0,a candidate forum,FALSE,TRUE,0.5288331242238985,14,11-20,transportation
2533.json,half-true,"Newspapers say Florida made bad investments, lost hundreds of millions of dollars, billions in pension funds lost. Who was in charge of Floridas investments? Alex Sink.","financial-regulation,message-machine,retirement,state-budget",republican-party-florida,unknown,unknown,republican,10.0,6.0,6.0,6.0,4.0,a campaign ad,TRUE,FALSE,0.7277166476156749,26,21-40,financial-regulation
2557.json,false,"Steve Southerland did not pay his taxes in 05, 06, 07, 08 or 09.","message-machine,taxes",allen-boyd,unknown,Florida,democrat,0.0,1.0,0.0,1.0,0.0,a TV ad,FALSE,TRUE,0.7116716657701375,14,11-20,message-machine
5087.json,false,Eliminating Obamacare ... saves $95 billion a year.,"federal-budget,health-care,new-hampshire-2012",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a presidential primary debate in New Hampshire,FALSE,TRUE,0.5274983429757097,8,0-10,federal-budget
6637.json,false,"When it comes to jobless workers, Mitt Romney says he likes to fire people.","candidates-biography,workers",jack-markell,governor,Delaware,democrat,0.0,1.0,0.0,0.0,0.0,"a speech at the Democratic National Convention in Charlotte, N.C. ",FALSE,TRUE,0.5511724600001389,14,11-20,candidates-biography
1681.json,barely-true,"In 2004, ""20 percent of U.S. households were getting about 75 percent of their income from the federal government. ... Another 20 percent were receiving almost 40 percent.""","economy,federal-budget,medicare,retirement,social-security,taxes",paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,a speech to the Oklahoma Council of Public Affairs,FALSE,TRUE,0.8159519588445769,28,21-40,economy
3931.json,barely-true,Says George LeMieux even compared Marco Rubio to Barack Obama.,candidates-biography,adam-hasner,unknown,Florida,republican,2.0,1.0,4.0,4.0,0.0,an Internet ad,FALSE,TRUE,0.5502927256517003,10,0-10,candidates-biography
4883.json,true,Says Barack Obama promised to halve the deficit in his first term.,"deficit,economy",matt-mackowiak,Consultant,Texas,republican,2.0,1.0,0.0,0.0,0.0,an opinion column.,TRUE,FALSE,0.9324725869183811,12,11-20,deficit
6795.json,barely-true,Says the government has gotten the TARP money back plus a profit.,financial-regulation,bill-clinton,former president,Arkansas,democrat,4.0,2.0,12.0,11.0,3.0,"an interview on ""The Daily Show""",FALSE,TRUE,0.6507238110264503,12,11-20,financial-regulation
9818.json,barely-true,Points of Light is the worlds largest volunteer organization.,job-accomplishments,michelle-nunn,"Chief Executive Officer, Points of Light Foundation",Georgia,democrat,3.0,0.0,1.0,2.0,0.0,television ad,FALSE,TRUE,0.8709943913009772,9,0-10,job-accomplishments
8573.json,half-true,Says Mark Pryorcut Medicare to pay for Obamacare.,"health-care,medicare",tom-cotton,U.S. House of Representatives,Arkansas,republican,3.0,4.0,2.0,3.0,1.0,a campaign ad,TRUE,FALSE,0.8792548921529909,8,0-10,health-care
13184.json,mostly-true,Says Tim Kaine actually tried to raise taxes by about $4 billion.,"candidates-biography,debt,deficit,history,taxes",mike-pence,Governor,Indiana,republican,8.0,10.0,12.0,5.0,0.0,the 2016 Vice Presidential debate,TRUE,FALSE,0.5658502935524551,12,11-20,candidates-biography
7285.json,pants-fire,"Says Chris Christies plan to kick-start our economy is to propose an income tax cut that disproportionately benefits the wealthy, and...hes still proposing it.",taxes,barbara-buono,State Senator,New Jersey,democrat,3.0,1.0,4.0,4.0,1.0,an interview on bluejersey.com,FALSE,TRUE,0.5710056155839871,24,21-40,taxes
9788.json,barely-true,Ive been here almost every day.,"civil-rights,crime,criminal-justice",jay-nixon,Governor,Missouri,democrat,2.0,0.0,0.0,1.0,0.0,"on ABC's ""This Week""",FALSE,TRUE,0.668488531995442,6,0-10,civil-rights
3186.json,barely-true,Says an EPA permit languished under Strickland but his new EPA director got it done in two days.,"environment,government-efficiency",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,a news conference,FALSE,TRUE,0.5101650833070958,18,11-20,environment
